MeshID	Name	Synonym	DataSource
MESH:C000591739	Familial gynecomastia, due to increased aromatase activity	Aromatase Excess Syndrome	MESH
MESH:C000597569	Typical Teratoid Rhabdoid Tumor	Teratoid Rhabdoid Tumor	MESH
MESH:C000597569	Typical Teratoid Rhabdoid Tumor	Teratoma Rhabdoid Tumor	MESH
MESH:C000597569	Typical Teratoid Rhabdoid Tumor	Typical Teratoid Rhabdoid Tumor	MESH
MESH:C000597569	Typical Teratoid Rhabdoid Tumor	Typical Teratoma Rhabdoid Tumor	MESH
MESH:C000597569	Typical Teratoid Rhabdoid Tumor	Typical Teratoma-Rhabdoid Tumor	MESH
MESH:C000598744	Idiopathic inflammatory myopathy, familial	Idiopathic myopathy	MESH
MESH:C000598745	Juvenile dermatomyositis	[OBSOLETE] Juvenile dermatomyositis	MESH
MESH:C000598745	Juvenile dermatomyositis	[OBSOLETE] Juvenile myositis	MESH
MESH:C000598941	Keratoactinomycosis	Keratoactinomycosis	MESH
MESH:C000600608	Ehlers-Danlos Syndrome, musculocontractural type 1	Adducted Thumb-Clubfoot Syndrome	MESH
MESH:C000600608	Ehlers-Danlos Syndrome, musculocontractural type 1	Adducted thumbs Dundar type	MESH
MESH:C000601856	Non ketotic hyperglycinemia syndrome	Non ketotic hyperglycinemia syndrome	MESH
MESH:C000603735	Congenital Nongoitrous Hypothyroidism	Congenital Nongoitrous Hypothyroidism	MESH
MESH:C000603735	Congenital Nongoitrous Hypothyroidism	Pituitary cretinism	MESH
MESH:C000604661	Sinus Tarsi Syndrome	Sinus Tarsi Syndrome	MESH
MESH:C000608733	Postmastectomy Angiosarcoma	Post-Mastectomy Angiosarcoma	MESH
MESH:C000608733	Postmastectomy Angiosarcoma	Postmastectomy Angiosarcoma	MESH
MESH:C000608733	Postmastectomy Angiosarcoma	Postmastectomy Stewart-Treves Syndrome	MESH
MESH:C000608854	Bilateral Optic Nerve Meningioma	Bilateral Meningioma of the Optic Nerve	MESH
